id,current,real_power,reactive_power,resistance,reactance,susceptance,rateA,rateB,rateC,ratio,angle,angmin,angmax
19,0,0,0,0,0.555,0,0,0,0,0.97,0,-360,360
20,18.2636661378973,17.8727601790673,-1.1944945981604,0,0.43,0,0,0,0,0.978,0,-360,360
21,6.42280927919281,0.6681196107852,6.2361770338997,0.0302,0.0641,0.0124,0,0,0,0,0,-360,360
22,80.1839824167123,-77.9352507316557,12.410579013129,0.0139,0.0712,0.0194,0,0,0,0,0,-360,360
23,27.0842307605996,-17.6045276395123,20.0895628744444,0.0277,0.1262,0.0328,0,0,0,0,0,-360,360
24,11.1434329521656,-9.92538887586554,4.39094753714268,0.0223,0.0732,0.0188,0,0,0,0,0,-360,360
25,59.4612754041108,-0.48608010755037,-60.3512370770427,0.0178,0.058,0.0604,0,0,0,0,0,-360,360
26,34.0315068974904,-33.3971737419011,-8.81913453222673,0.018,0.0813,0.0216,0,0,0,0,0,-360,360
27,48.5923747761953,-48.4619320202253,-9.16667181142821,0.0397,0.179,0.0476,0,0,0,0,0,-360,360
28,71.6386101412465,-68.8359376379421,9.59992314888688,0.0171,0.0547,0.0148,0,0,0,0,0,-360,360
29,4.83372798862273,4.63432898320031,-1.38518487920855,0.461,0.685,0,0,0,0,0,0,-360,360
30,1.4190771946647,1.22661667310508,-0.625135134272625,0.283,0.434,0,0,0,0,0,0,-360,360
31,1.13927649641664,1.07908232453546,-0.394571478221291,0,0.7767,0,0,0,0,1.043,0,-360,360
32,1.13927649641503,-1.07908232453362,0.394571478221598,0.0736,0.117,0,0,0,0,0,0,-360,360
33,10.0448125504793,9.65397374959422,-3.11045536611367,0.0099,0.0152,0,0,0,0,0,0,-360,360
34,3.46008825986382,3.34398482193904,-0.995118830718911,0.166,0.256,0.0084,0,0,0,0,0,-360,360
35,0,0,0,0,1.182,0,0,0,0,1,0,-360,360
36,6.99387176550461,6.79162322814672,-1.64714732405725,0,1.23,0,0,0,0,1,0,-360,360
37,10.6586213768077,-10.5366227791287,1.55293069746128,0,0.0473,0,0,0,0,1.043,0,-360,360
38,11.1169420960162,-10.5366227791344,1.61138706540163,0.165,0.254,0,0,0,0,0,0,-360,360
39,20.5663940021564,-20.0405403417183,2.42529652537966,0.0618,0.0954,0,0,0,0,0,0,-360,360
40,25.5093636518904,-24.9019398571901,5.12881616576822,0.0418,0.0587,0,0,0,0,0,0,-360,360
41,62.4734539981168,60.0907814268875,-13.0263132209139,0,0.0648,0,0,0,0,0.967,0,-360,360
42,9.02148784606816,7.55904841479953,-4.62900898300354,0.135,0.202,0,0,0,0,0,0,-360,360
43,4.86306313108917,3.84917563680845,-2.66460675223084,0.326,0.497,0,0,0,0,0,0,-360,360
44,2.19930778637667,-2.02792135182516,0.352930681363701,0.507,0.755,0,0,0,0,0,0,-360,360
45,4.48355415891425,3.80788008509452,-1.90723681284259,0.0392,0.036,0,0,0,0,0,0,-360,360
46,8.72179176155459,7.46032479744563,-3.78583618249296,0,0.953,0,0,0,0,0.975,0,-360,360
47,8.72179176155598,-7.46032479744693,3.78583618249334,0.052,0.078,0.0032,0,0,0,0,0,-360,360
48,15.5280628362438,-13.4992633010029,6.54766310341465,0.043,0.0537,0.0016,0,0,0,0,0,-360,360
49,20.5962687599788,-17.0672028823504,10.6139993187058,0.029,0.0366,0,0,0,0,0,0,-360,360
50,25.4992770865981,-21.0486444146595,13.6989859733535,0.0651,0.1009,0.002,0,0,0,0,0,-360,360
51,4.91900222479918,3.85842170912712,-2.92972715366666,0.0239,0.0379,0,0,0,0,0,0,-360,360
52,5.49168118156912,3.46470557515556,-4.08827822564507,0.03,0.0466,0,0,0,0,0,0,-360,360
53,11.1832781044714,-10.7340113660172,3.5065454469297,0.0192,0.0295,0,0,0,0,0,0,-360,360
54,10.1049789373844,9.18694764581377,-3.53020807277025,0,0.749,0,0,0,0,0.955,0,-360,360
55,9.49510683124768,8.87523261043143,-3.27206620433781,0.207,0.352,0,0,0,0,0,0,-360,360
56,12.0094416905686,-11.594143878119,2.95182842403714,0,0.412,0,0,0,0,0,0,-360,360
57,24.5859786782208,-24.3455330332714,-5.2301182916773,0.0289,0.0585,0.002,0,0,0,0,0,-360,360
58,37.7922947643591,37.3328627543891,0.729118983081983,0,0.1042,0,0,0,0,0.955,0,-360,360
59,56.8727698210847,47.8944619840788,-27.3967630421554,0,0.0735,0,0,0,0,0.9,0,-360,360
60,51.1854928393232,47.8944619844237,-25.471096354571,0.023,0.068,0.0032,0,0,0,0,0,-360,360
61,20.8479992362882,17.589991122572,-12.4344897615595,0.0182,0.0233,0,0,0,0,0,0,-360,360
62,7.18089747466492,0.0818016302883636,7.37684546763973,0.0834,0.129,0.0048,0,0,0,0,0,-360,360
63,10.2605872453747,9.66490806496424,-4.43163149036264,0.0801,0.128,0,0,0,0,0,0,-360,360
64,12.6991111071938,-11.4194209351807,6.20312646243099,0.1386,0.22,0,0,0,0,0,0,-360,360
65,32.6247429570524,29.6429375833372,-12.5133655780147,0,0.0712,0,0,0,0,0.93,0,-360,360
66,47.8521005027064,32.4264910669116,-33.8035306259005,0,0.191,0,0,0,0,0.895,0,-360,360
67,17.9143909589019,17.9168374187173,-2.55058612860678,0.1442,0.187,0,0,0,0,0,0,-360,360
68,12.8079828407875,12.5540629869735,0.249544375804419,0.0762,0.0984,0,0,0,0,0,0,-360,360
69,9.05604225763797,-7.57093886445717,4.47173237166087,0.1878,0.232,0,0,0,0,0,0,-360,360
70,13.3373425316996,-11.8249572152341,6.0619999828443,0.1732,0.2265,0,0,0,0,0,0,-360,360
71,14.8208130529328,13.5941438781194,-4.8544794119891,0,0.153,0,0,0,0,0.958,0,-360,360
72,36.0619030057007,-36.5205302290871,-3.28185206728516,0.0624,0.1242,0.004,0,0,0,0,0,-360,360
73,5.49168118156987,3.45565800649729,-4.07422433565935,0,1.195,0,0,0,0,0.958,0,-360,360
74,5.64839006616155,-5.42942807732509,-0.662708742221066,0.553,0.549,0,0,0,0,0,0,-360,360
75,2.22206088983114,-1.57811520567573,-1.46276556809303,0.2125,0.354,0,0,0,0,0,0,-360,360
76,4.91900222480009,3.85263872581834,-2.92055664875196,0,1.355,0,0,0,0,0.98,0,-360,360
77,3.01719357653341,-2.84736127418147,-0.605676353071053,0.174,0.26,0,0,0,0,0,0,-360,360
78,11.3707884759136,-4.65819964180229,10.5323505793924,0.115,0.177,0.003,0,0,0,0,0,-360,360
79,25.6103697318203,-17.2244471773802,19.3939248451519,0.0312,0.0482,0,0,0,0,0,0,-360,360
80,22.033312379276,18.9330535256933,-10.3818038491219,0,0.1205,0,0,0,0,0.94,0,-360,360
