time,feature,component,id,parameter,value
12,topology,link,519,status,0
12,topology,link,479,status,0
12,topology,link,3063,status,0
12,topology,link,171,status,0
12,topology,link,182,status,0
12,topology,link,1174,status,0
12,topology,link,3185,status,0
12,topology,link,1008,status,0
12,topology,link,2852,status,0
12,topology,link,23,status,0
12,topology,link,1094,status,0
13,topology,link,1213,status,0
13,topology,link,1832,status,0
13,topology,link,1705,status,0
13,topology,link,2260,status,0
13,topology,link,2942,status,0
13,topology,link,1396,status,0
13,topology,link,289,status,0
13,topology,link,326,status,0
13,topology,link,2475,status,0
13,topology,link,251,status,0
13,topology,link,1089,status,0
13,topology,link,2570,status,0
13,topology,link,2397,status,0
13,topology,link,2688,status,0
13,topology,link,1872,status,0
13,topology,link,1625,status,0
13,topology,link,1418,status,0
13,topology,link,658,status,0
14,topology,link,378,status,0
14,topology,link,147,status,0
14,topology,link,1550,status,0
14,topology,link,1800,status,0
14,topology,link,556,status,0
14,topology,link,3253,status,0
14,topology,link,1490,status,0
14,topology,link,1427,status,0
14,topology,link,2656,status,0
14,topology,link,1083,status,0
14,topology,link,2155,status,0
14,topology,link,2055,status,0
14,topology,link,795,status,0
14,topology,link,1659,status,0
14,topology,link,1922,status,0
14,topology,link,1711,status,0
14,topology,link,39,status,0
14,topology,link,1114,status,0
15,topology,link,3345,status,0
15,topology,link,2479,status,0
15,topology,link,938,status,0
15,topology,link,3246,status,0
15,topology,link,3294,status,0
15,topology,link,2868,status,0
15,topology,link,1805,status,0
15,topology,link,2610,status,0
15,topology,link,620,status,0
15,topology,link,1677,status,0
15,topology,link,2751,status,0
15,topology,link,3298,status,0
15,topology,link,1456,status,0
15,topology,link,3268,status,0
15,topology,link,1032,status,0
15,topology,link,80,status,0
15,topology,link,1641,status,0
15,topology,link,1560,status,0
16,topology,link,2241,status,0
16,topology,link,1678,status,0
16,topology,link,794,status,0
16,topology,link,2367,status,0
16,topology,link,2423,status,0
16,topology,link,3336,status,0
16,topology,link,681,status,0
16,topology,link,2075,status,0
16,topology,link,3040,status,0
16,topology,link,1420,status,0
16,topology,link,2488,status,0
16,topology,link,7,status,0
16,topology,link,3302,status,0
16,topology,link,9,status,0
16,topology,link,2210,status,0
16,topology,link,141,status,0
16,topology,link,1245,status,0
16,topology,link,1871,status,0
17,topology,link,1075,status,0
17,topology,link,1603,status,0
17,topology,link,1333,status,0
17,topology,link,1415,status,0
17,topology,link,3032,status,0
17,topology,link,661,status,0
17,topology,link,805,status,0
17,topology,link,293,status,0
17,topology,link,2218,status,0
17,topology,link,2966,status,0
17,topology,link,1646,status,0
17,topology,link,1924,status,0
17,topology,link,492,status,0
17,topology,link,777,status,0
17,topology,link,2333,status,0
17,topology,link,2759,status,0
17,topology,link,768,status,0
17,topology,link,1331,status,0
18,topology,link,2587,status,0
18,topology,link,1408,status,0
18,topology,link,2255,status,0
18,topology,link,1931,status,0
18,topology,link,504,status,0
18,topology,link,3068,status,0
18,topology,link,1352,status,0
18,topology,link,2028,status,0
18,topology,link,1649,status,0
18,topology,link,2313,status,0
18,topology,link,3190,status,0
18,topology,link,1982,status,0
18,topology,link,1756,status,0
18,topology,link,1149,status,0
18,topology,link,2160,status,0
18,topology,link,1537,status,0
18,topology,link,3319,status,0
18,topology,link,852,status,0
19,topology,link,1955,status,0
19,topology,link,2787,status,0
19,topology,link,1597,status,0
19,topology,link,839,status,0
19,topology,link,1520,status,0
19,topology,link,2050,status,0
19,topology,link,1826,status,0
19,topology,link,2381,status,0
19,topology,link,2804,status,0
19,topology,link,1754,status,0
19,topology,link,2589,status,0
19,topology,link,2766,status,0
19,topology,link,2832,status,0
19,topology,link,1362,status,0
19,topology,link,712,status,0
19,topology,link,2051,status,0
19,topology,link,2015,status,0
19,topology,link,245,status,0
20,topology,link,243,status,0
20,topology,link,2848,status,0
20,topology,link,2783,status,0
20,topology,link,1898,status,0
20,topology,link,2124,status,0
20,topology,link,2582,status,0
20,topology,link,2545,status,0
20,topology,link,1179,status,0
20,topology,link,1615,status,0
20,topology,link,2407,status,0
20,topology,link,1864,status,0
20,topology,link,656,status,0
20,topology,link,2798,status,0
20,topology,link,3239,status,0
20,topology,link,2861,status,0
20,topology,link,412,status,0
20,topology,link,176,status,0
20,topology,link,2634,status,0
21,topology,link,637,status,0
21,topology,link,2111,status,0
21,topology,link,3324,status,0
21,topology,link,1937,status,0
21,topology,link,858,status,0
21,topology,link,433,status,0
21,topology,link,1906,status,0
21,topology,link,580,status,0
21,topology,link,1880,status,0
21,topology,link,1932,status,0
21,topology,link,277,status,0
21,topology,link,2659,status,0
21,topology,link,2874,status,0
21,topology,link,1100,status,0
21,topology,link,3140,status,0
21,topology,link,2957,status,0
21,topology,link,1326,status,0
21,topology,link,2941,status,0
22,topology,link,3054,status,0
22,topology,link,3119,status,0
22,topology,link,1593,status,0
22,topology,link,1011,status,0
22,topology,link,1373,status,0
22,topology,link,2327,status,0
22,topology,link,2850,status,0
22,topology,link,2640,status,0
22,topology,link,285,status,0
22,topology,link,1113,status,0
22,topology,link,3353,status,0
22,topology,link,3244,status,0
22,topology,link,1428,status,0
22,topology,link,1093,status,0
22,topology,link,3085,status,0
22,topology,link,3101,status,0
22,topology,link,82,status,0
22,topology,link,1060,status,0
23,topology,link,2419,status,0
23,topology,link,306,status,0
23,topology,link,610,status,0
23,topology,link,2058,status,0
23,topology,link,3369,status,0
23,topology,link,280,status,0
23,topology,link,530,status,0
23,topology,link,2025,status,0
23,topology,link,387,status,0
23,topology,link,278,status,0
23,topology,link,3460,status,0
23,topology,link,419,status,0
23,topology,link,2944,status,0
23,topology,link,810,status,0
23,topology,link,1173,status,0
23,topology,link,2689,status,0
23,topology,link,1112,status,0
23,topology,link,510,status,0
24,topology,link,2936,status,0
24,topology,link,2477,status,0
24,topology,link,372,status,0
24,topology,link,2144,status,0
24,topology,link,2731,status,0
24,topology,link,323,status,0
24,topology,link,124,status,0
24,topology,link,826,status,0
24,topology,link,2335,status,0
24,topology,link,3384,status,0
24,topology,link,1210,status,0
24,topology,link,806,status,0
24,topology,link,749,status,0
24,topology,link,337,status,0
24,topology,link,3183,status,0
24,topology,link,1682,status,0
24,topology,link,206,status,0
24,topology,link,4,status,0
25,topology,link,1265,status,0
25,topology,link,3171,status,0
25,topology,link,3394,status,0
25,topology,link,261,status,0
25,topology,link,3070,status,0
25,topology,link,1927,status,0
25,topology,link,3123,status,0
25,topology,link,2547,status,0
25,topology,link,1039,status,0
25,topology,link,2621,status,0
25,topology,link,2880,status,0
25,topology,link,2425,status,0
25,topology,link,1381,status,0
25,topology,link,1892,status,0
25,topology,link,2889,status,0
25,topology,link,1889,status,0
25,topology,link,1327,status,0
25,topology,link,2157,status,0
26,topology,link,1387,status,0
26,topology,link,1041,status,0
26,topology,link,3001,status,0
26,topology,link,2472,status,0
26,topology,link,322,status,0
26,topology,link,782,status,0
26,topology,link,1020,status,0
26,topology,link,2949,status,0
26,topology,link,2279,status,0
26,topology,link,1920,status,0
26,topology,link,804,status,0
26,topology,link,2800,status,0
26,topology,link,629,status,0
26,topology,link,2355,status,0
26,topology,link,684,status,0
26,topology,link,1254,status,0
26,topology,link,1525,status,0
26,topology,link,970,status,0
27,topology,link,1422,status,0
27,topology,link,399,status,0
27,topology,link,1414,status,0
27,topology,link,319,status,0
27,topology,link,1141,status,0
27,topology,link,2795,status,0
27,topology,link,3272,status,0
27,topology,link,1357,status,0
27,topology,link,1928,status,0
27,topology,link,1632,status,0
27,topology,link,2171,status,0
27,topology,link,88,status,0
27,topology,link,2818,status,0
27,topology,link,1484,status,0
27,topology,link,3308,status,0
27,topology,link,2946,status,0
27,topology,link,402,status,0
27,topology,link,1663,status,0
28,topology,link,1450,status,0
28,topology,link,3317,status,0
28,topology,link,244,status,0
28,topology,link,1984,status,0
28,topology,link,3346,status,0
28,topology,link,2912,status,0
28,topology,link,522,status,0
28,topology,link,722,status,0
28,topology,link,1252,status,0
28,topology,link,2142,status,0
28,topology,link,1882,status,0
28,topology,link,1190,status,0
28,topology,link,270,status,0
28,topology,link,430,status,0
28,topology,link,2511,status,0
28,topology,link,328,status,0
28,topology,link,121,status,0
28,topology,link,752,status,0
29,topology,link,3251,status,0
29,topology,link,3261,status,0
29,topology,link,2760,status,0
29,topology,link,1438,status,0
29,topology,link,1853,status,0
29,topology,link,96,status,0
29,topology,link,2557,status,0
29,topology,link,435,status,0
29,topology,link,1185,status,0
29,topology,link,1279,status,0
29,topology,link,1582,status,0
29,topology,link,1059,status,0
29,topology,link,2353,status,0
29,topology,link,1015,status,0
29,topology,link,70,status,0
29,topology,link,878,status,0
29,topology,link,3092,status,0
29,topology,link,166,status,0
30,topology,link,162,status,0
30,topology,link,101,status,0
30,topology,link,3456,status,0
30,topology,link,2710,status,0
30,topology,link,821,status,0
30,topology,link,129,status,0
30,topology,link,949,status,0
30,topology,link,1273,status,0
30,topology,link,1674,status,0
30,topology,link,104,status,0
30,topology,link,2268,status,0
30,topology,link,750,status,0
30,topology,link,834,status,0
30,topology,link,2166,status,0
30,topology,link,1798,status,0
30,topology,link,2161,status,0
30,topology,link,284,status,0
30,topology,link,678,status,0
31,topology,link,699,status,0
31,topology,link,3431,status,0
31,topology,link,864,status,0
31,topology,link,1827,status,0
31,topology,link,55,status,0
31,topology,link,3192,status,0
31,topology,link,861,status,0
31,topology,link,781,status,0
31,topology,link,86,status,0
31,topology,link,2657,status,0
31,topology,link,3423,status,0
31,topology,link,2001,status,0
31,topology,link,1722,status,0
31,topology,link,1635,status,0
31,topology,link,1652,status,0
31,topology,link,1085,status,0
31,topology,link,3048,status,0
31,topology,link,2054,status,0
