id,connection_strength,time_delay
98,0.5,1.27703890578
99,0.5,1.26319753509
100,0.5,1.26319753509
101,0.5,1.34060104233
102,0.5,1.34060104233
103,0.5,1.68486729589
104,0.5,1.68486729589
105,0.5,1.27183112369
106,0.5,1.27183112369
107,0.5,1.42971160063
108,0.5,1.42971160063
109,0.5,1.38042060188
110,0.5,1.38042060188
111,0.5,1.44319401105
112,0.5,1.44319401105
113,0.5,1.3827214491
114,0.5,1.3827214491
115,0.5,1.3573791791
116,0.5,1.3573791791
117,0.5,1.70917548766
118,0.5,1.70917548766
119,0.5,1.2352550525
120,0.5,1.2352550525
121,0.5,1.25665326817
122,0.5,1.25665326817
123,0.5,1.22010408365
124,0.5,1.22010408365
125,0.5,1.35952941243
126,0.5,1.35952941243
127,0.5,1.46586408233
128,0.5,1.46586408233
129,0.5,1.40035889902
130,0.5,1.40035889902
131,0.5,1.20477149605
132,0.5,1.20477149605
133,0.5,1.33412285783
134,0.5,1.33412285783
135,0.5,1.55139025764
136,0.5,1.55139025764
137,0.5,1.61456523557
138,0.5,1.61456523557
139,0.5,1.48085579984
140,0.5,1.48085579984
141,0.5,1.40819009941
142,0.5,1.40819009941
143,0.5,1.34252139704
144,0.5,1.34252139704
145,0.5,1.67278592566
146,0.5,1.67278592566
147,0.5,1.42184204436
148,0.5,1.42184204436
149,0.5,1.4554881832
150,0.5,1.4554881832
151,0.5,1.34734032286
152,0.5,1.34734032286
153,0.5,1.26084401735
154,0.5,1.26084401735
155,0.5,1.517572871
156,0.5,1.517572871
157,0.5,1.4285551275
158,0.5,1.4285551275
159,0.5,1.48839824716
160,0.5,1.48839824716
161,0.5,1.43535881311
162,0.5,1.43535881311
163,0.5,1.26374720302
164,0.5,1.26374720302
165,0.5,1.29024625324
166,0.5,1.29024625324
167,0.5,1.56865911196
168,0.5,1.56865911196
169,0.5,1.48658615115
170,0.5,1.48658615115
171,0.5,1.3321934286
172,0.5,1.3321934286
173,0.5,1.36772879893
174,0.5,1.36772879893
175,0.5,1.35665522873
176,0.5,1.35665522873
177,0.5,1.3444752581
178,0.5,1.3444752581
179,0.5,1.43196156393
180,0.5,1.43196156393
181,0.5,1.37497894716
182,0.5,1.37497894716
183,0.5,1.43759191766
184,0.5,1.43759191766
185,0.5,1.43805314766
186,0.5,1.43805314766
187,0.5,1.3120198089
188,0.5,1.3120198089
189,0.5,1.27284627089
190,0.5,1.27284627089
191,0.5,1.40397516036
192,0.5,1.40397516036
193,0.5,1.38941906853
194,0.5,1.38941906853
195,0.5,2.00312464273
196,0.5,2.00312464273
197,0.5,1.5097933329
198,0.5,1.5097933329
199,0.5,1.41308854786
200,0.5,1.41308854786
201,0.5,1.66068661871
202,0.5,1.66068661871
203,0.5,1.30918031263
204,0.5,1.30918031263
205,0.5,1.31482338173
206,0.5,1.31482338173
207,0.5,1.39931893896
208,0.5,1.39931893896
209,0.5,1.26169352497
210,0.5,1.26169352497
211,0.5,1.49772915476
212,0.5,1.49772915476
213,0.5,1.38348035567
214,0.5,1.38348035567
215,0.5,1.40744835101
216,0.5,1.40744835101
217,0.5,1.28922346313
218,0.5,1.28922346313
219,0.5,1.4631120789
220,0.5,1.4631120789
221,0.5,1.20548944155
222,0.5,1.20548944155
223,0.5,1.44482783109
224,0.5,1.44482783109
225,0.5,1.28223020747
226,0.5,1.28223020747
227,0.5,1.32804710571
228,0.5,1.32804710571
229,0.5,1.24453523132
230,0.5,1.24453523132
231,0.5,1.4894843065
232,0.5,1.4894843065
233,0.5,1.28098342367
234,0.5,1.28098342367
235,0.5,1.32409728083
236,0.5,1.32409728083
237,0.5,1.2815379012
238,0.5,1.2815379012
239,0.5,1.30785025148
240,0.5,1.30785025148
241,0.5,1.36079432571
242,0.5,1.36079432571
243,0.5,1.22748785735
244,0.5,1.22748785735
245,0.5,1.29348008037
246,0.5,1.29348008037
247,0.5,1.40716818377
248,0.5,1.40716818377
249,0.5,1.33605939466
250,0.5,1.33605939466
251,0.5,1.50450974562
252,0.5,1.50450974562
253,0.5,1.41676906197
254,0.5,1.41676906197
255,0.5,1.29071509312
256,0.5,1.29071509312
257,0.5,1.89659359267
258,0.5,1.89659359267
259,0.5,1.26177512501
260,0.5,1.26177512501
261,0.5,1.72828490223
262,0.5,1.72828490223
263,0.5,1.31314554067
264,0.5,1.31314554067
265,0.5,1.53222505937
266,0.5,1.53222505937
267,0.5,1.28590634335
268,0.5,1.28590634335
269,0.5,1.2591545451
270,0.5,1.2591545451
271,0.5,1.61893621525
272,0.5,1.61893621525
273,0.5,1.32309871044
274,0.5,1.32309871044
275,0.5,1.35730017834
276,0.5,1.35730017834
277,0.5,1.24874519805
278,0.5,1.24874519805
279,0.5,1.33714045853
280,0.5,1.33714045853
281,0.5,1.44888323927
282,0.5,1.44888323927
283,0.5,1.45031267512
284,0.5,1.45031267512
285,0.5,1.39679262627
286,0.5,1.39679262627
287,0.5,1.31213501071
288,0.5,1.31213501071
289,0.5,1.30237678177
290,0.5,1.30237678177
291,0.5,1.45320056772
292,0.5,1.45320056772
293,0.5,1.43572882638
294,0.5,1.43572882638
295,0.5,1.43409866386
296,0.5,1.43409866386
297,0.5,1.34671258224
298,0.5,1.34671258224
299,0.5,1.35019459091
300,0.5,1.35019459091
301,0.5,1.63254205102
302,0.5,1.63254205102
303,0.5,1.35097669486
304,0.5,1.35097669486
305,0.5,1.47157122317
306,0.5,1.47157122317
307,0.5,1.28827565303
308,0.5,1.28827565303
309,0.5,1.35360471625
310,0.5,1.35360471625
311,0.5,1.34412816364
312,0.5,1.34412816364
313,0.5,1.44584671634
314,0.5,1.44584671634
315,0.5,1.42644443762
316,0.5,1.42644443762
317,0.5,1.3221048751
318,0.5,1.3221048751
319,0.5,1.23801536208
320,0.5,1.23801536208
321,0.5,1.35937211742
322,0.5,1.35937211742
323,0.5,1.2692688745
324,0.5,1.2692688745
325,0.5,1.59186495132
326,0.5,1.59186495132
327,0.5,1.52924015931
328,0.5,1.52924015931
329,0.5,1.5850541466
330,0.5,1.5850541466
331,0.5,1.43549952934
332,0.5,1.43549952934
333,0.5,1.45872291562
334,0.5,1.45872291562
335,0.5,1.38188714389
336,0.5,1.38188714389
337,0.5,1.23444547347
338,0.5,1.23444547347
339,0.5,1.60535031726
340,0.5,1.60535031726
341,0.5,1.49388284934
342,0.5,1.49388284934
343,0.5,1.29889715408
344,0.5,1.29889715408
345,0.5,1.33405548343
346,0.5,1.33405548343
347,0.5,1.32450101383
348,0.5,1.32450101383
349,0.5,1.24709457508
350,0.5,1.24709457508
351,0.5,1.27186043826
352,0.5,1.27186043826
353,0.5,1.39660607921
354,0.5,1.39660607921
355,0.5,1.30423022482
356,0.5,1.30423022482
357,0.5,1.42996043659
358,0.5,1.42996043659
359,0.5,1.41039468968
360,0.5,1.41039468968
